u00001 connect
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1946491,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":2464217,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1717564,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3837851,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[{"id":"u15068712466809920738075994","uname":"u00000","status":"away"}]}
u00001 send {"type":"user","action":"invite","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away"}}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"invite"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":5513188,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7325781,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7802624,"roomType":"public"}
u00001 send {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"}}
u00001 recv {"type":"chat","chat":{"id":"u15068712456909919748473792","text":"u15068712458829919939838168u15068712456909919748473792"},"_id":"5a66cf68e7d6ec0a7c19b915","user":{"id":"u15068712458829919939838168"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":8688847,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":40069,"roomType":"public"}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"reject"}}
u00001 send {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"},"action":"update"}
u00001 recv {"type":"user","user":{"id":"u15068712458829919939838168","uname":"u00001","status":"away"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":1885909,"roomType":"public"}
u00001 send {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"away","state":"reject"},"action":"invite"}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"offline","state":"invite"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":3728432,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":7534204,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":107882,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4946145,"roomType":"public"}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":6233340,"roomType":"public"}
u00001 send {"type":"find","text":"u"}
u00001 recv {"type":"find","list":[]}
u00001 recv {"type":"user","user":{"id":"u15068712466809920738075994","uname":"u00000","status":"online","state":"invite"}}
u00001 send {"type":"room","action":"create","creator":"u15068712458829919939838168","roomName":4209703,"roomType":"public"}
